exposures,clicks,ctr
9622,7186.0,0.7468301808355852
9622,3493.0,0.3630222406983995
6553,4804.0,0.7330993438119945
4331,2426.0,0.5601477718771646
24383,8324.0,0.341385391461264
36179,6927.0,0.19146466182039304
22621,2740.0,0.12112638698554441
20248,10486.0,0.5178783089687871
784,379.0,0.48341836734693877
7700,4522.0,0.5872727272727273
1163,344.0,0.29578675838349094
44462,9277.0,0.20865008321712925
23768,7526.0,0.31664422753281724
9549,4845.0,0.507382972038957
11647,4405.0,0.3782089808534387
15842,5039.0,0.31807852543870724
13135,6996.0,0.5326227636086791
5028,3371.0,0.6704455051710422
47832,9240.0,0.193176116407426
1080,711.0,0.6583333333333333
19647,9901.0,0.5039446225886904
17186,9403.0,0.5471313860118702
8091,5631.0,0.6959584723767148
6781,3603.0,0.5313375608317358
12491,6349.0,0.5082859658954447
40019,9225.0,0.23051550513506083
6019,4008.0,0.6658913440770892
4352,3317.0,0.7621783088235294
25871,4621.0,0.1786169842680994
4951,2441.0,0.4930317107655019
9414,2703.0,0.287125557680051
9305,4208.0,0.4522299838796346
4324,3335.0,0.7712765957446809
9258,7178.0,0.7753294448044934
13499,6066.0,0.44936661974961106
3491,1376.0,0.39415640217702663
29299,9376.0,0.3200109218744667
34362,4839.0,0.14082416623013794
1892,1082.0,0.5718816067653277
16303,5815.0,0.35668281911304667
2637,1050.0,0.3981797497155859
7231,4925.0,0.6810952841930576
6159,2792.0,0.4533203442117227
15908,2047.0,0.1286773950213729
4731,2287.0,0.48340731346438387
8047,3907.0,0.4855225549894371
9256,3781.0,0.40849178910976663
4251,1666.0,0.39190778640319923
6307,1906.0,0.30220390042809575
8368,4538.0,0.5423040152963671
12548,6264.0,0.4992030602486452
14916,5040.0,0.33789219629927597
1706,1203.0,0.705158264947245
10330,5472.0,0.5297192642787996
11255,2605.0,0.23145268769435806
26507,7470.0,0.2818123514543328
4751,2917.0,0.6139760050515681
5239,2570.0,0.49055163199083796
7438,1388.0,0.18660930357623018
2149,907.0,0.4220567705909725
4086,2327.0,0.5695056289769946
19843,10778.0,0.543163836113491
10682,7692.0,0.7200898708107096
3704,3094.0,0.8353131749460043
1580,860.0,0.5443037974683544
9512,5493.0,0.5774810765349033
1758,906.0,0.515358361774744
31064,3174.0,0.10217615245943858
17856,9493.0,0.5316420250896058
3502,1452.0,0.4146202170188464
19923,10956.0,0.5499171811474176
2712,1599.0,0.5896017699115044
27338,7231.0,0.26450362133294314
7808,5418.0,0.6939036885245902
9713,5823.0,0.5995058169463605
10254,3205.0,0.31256095182367855
11876,5198.0,0.4376894577298754
30595,5815.0,0.19006373590455958
4300,1926.0,0.44790697674418606
10202,5140.0,0.5038227798470888
38757,15385.0,0.39696054906210493
6088,2747.0,0.45121550591327203
10000,6478.0,0.6478
5728,3031.0,0.5291550279329609
159685,15692.0,0.09826846604252121
19334,3534.0,0.18278680045515672
6774,1373.0,0.20268674343076468
21430,5423.0,0.2530564629024732
972,731.0,0.7520576131687243
2543,1766.0,0.6944553676759733
11628,3524.0,0.30306157550739593
3607,2509.0,0.6955919046298863
41841,14009.0,0.33481513348151337
8076,2309.0,0.2859088657751362
3008,2153.0,0.7157579787234043
1602,656.0,0.4094881398252185
35870,5366.0,0.14959576247560635
8816,4625.0,0.5246143375680581
13681,5202.0,0.38023536291206783
3425,1383.0,0.4037956204379562
18890,11805.0,0.6249338274219164
2191,954.0,0.43541761752624375
7378,3224.0,0.4369747899159664
14234,7778.0,0.5464381059435155
2407,1530.0,0.635646032405484
5213,2448.0,0.46959524266257435
2747,1297.0,0.47215143793228975
4463,2499.0,0.5599372619314362
10849,4098.0,0.3777306664208683
10103,4287.0,0.42432940710679995
1211,654.0,0.5400495458298926
6235,2155.0,0.34562951082598237
944,701.0,0.7425847457627118
5735,3160.0,0.5510026155187445
30453,7303.0,0.23981216957278428
6937,3097.0,0.4464465907452789
5231,2639.0,0.5044924488625502
29543,7895.0,0.267237585891751
5949,2885.0,0.4849554546982686
20010,5984.0,0.2990504747626187
21051,8237.0,0.3912878248064225
31505,9957.0,0.31604507221076017
12963,5183.0,0.39983028619918226
2984,1861.0,0.6236595174262735
1713,946.0,0.5522475189725627
6817,4035.0,0.5919025964500514
10226,3630.0,0.35497750831214553
23550,5980.0,0.25392781316348195
3118,1694.0,0.5432969852469531
4497,2164.0,0.48120969535245717
3499,2168.0,0.6196056016004573
14358,8209.0,0.5717370107257278
23243,7671.0,0.33003484920191023
10049,5521.0,0.5494079012837099
2761,2220.0,0.8040565012676566
12499,5371.0,0.429714377150172
41180,5485.0,0.13319572608062166
47791,5838.0,0.12215689146492018
11987,5854.0,0.4883623925919746
18769,7345.0,0.391336778730886
4445,614.0,0.13813273340832397
1507,630.0,0.418049104180491
13190,5928.0,0.4494313874147081
2796,1633.0,0.5840486409155937
20496,6683.0,0.32606362217017953
11121,4181.0,0.3759553996942721
3562,1158.0,0.3250982594048287
31238,4691.0,0.15016966515141814
20897,6918.0,0.33105230415849163
22734,10848.0,0.47717075745579307
13492,4310.0,0.3194485621108805
4632,3069.0,0.6625647668393783
4167,2920.0,0.7007439404847612
24989,6757.0,0.2703989755492417
22347,5316.0,0.2378842797690965
20254,8830.0,0.43596326651525624
6610,1716.0,0.25960665658093796
2990,1838.0,0.6147157190635452
27884,7008.0,0.2513269258356047
3206,1942.0,0.6057392389270119
604,492.0,0.8145695364238411
21680,5319.0,0.24534132841328413
5385,3222.0,0.5983286908077995
23856,10208.0,0.4279007377598927
11276,5962.0,0.5287335934728628
12138,3530.0,0.2908222112374361
8688,3358.0,0.38651012891344383
9072,5586.0,0.6157407407407407
2955,915.0,0.3096446700507614
16684,6822.0,0.40889474946056104
5569,2824.0,0.5070928353384809
3289,1462.0,0.444512009729401
10445,5932.0,0.567927237912877
4934,2425.0,0.49148763680583707
33293,4640.0,0.13936863604962005
3957,2463.0,0.6224412433661866
11378,3277.0,0.2880119528915451
3684,634.0,0.17209554831704668
3404,2133.0,0.6266157461809636
20743,6351.0,0.3061755773031866
3614,1606.0,0.4443829551743221
42079,10808.0,0.25685021031868627
16655,5408.0,0.3247072951065746
2172,709.0,0.32642725598526706
12698,6950.0,0.5473302882343676
9614,1344.0,0.13979613064281257
19486,5398.0,0.27701939854254337
63969,12639.0,0.1975800778502087
15171,7430.0,0.4897501812668908
2807,2304.0,0.8208051300320627
2367,1524.0,0.6438529784537389
1512,1081.0,0.71494708994709
29979,11726.0,0.39114046499216115
23243,3465.0,0.14907714150496923
1199,618.0,0.5154295246038365
42163,12319.0,0.29217560420273697
1235,949.0,0.7684210526315789
13434,4066.0,0.302664880154831
12019,8096.0,0.673600133122556
7778,3458.0,0.4445872975057856
12670,3522.0,0.2779794790844515
61720,13014.0,0.21085547634478288
445,175.0,0.39325842696629215
2305,1560.0,0.6767895878524945
17308,10705.0,0.6185001155535013
30641,10387.0,0.3389902418328384
3256,743.0,0.2281941031941032
9313,5498.0,0.5903575646945131
8239,3139.0,0.38099283893676417
16323,4733.0,0.28995895362372115
25071,7265.0,0.2897770332256392
1499,980.0,0.6537691794529686
3601,2694.0,0.7481255206886975
10107,4790.0,0.4739289601266449
14947,4126.0,0.27604201512009097
4344,3256.0,0.7495395948434622
5705,4692.0,0.8224364592462752
19563,5771.0,0.29499565506312936
240,188.0,0.7833333333333333
5622,1139.0,0.20259694059053718
2398,1389.0,0.579232693911593
12122,5581.0,0.4604025738327009
6127,2179.0,0.3556389750285621
10586,6435.0,0.6078783298696392
24269,2659.0,0.10956364085870864
11785,4271.0,0.36240984302078916
36107,6737.0,0.18658431883014373
14257,4794.0,0.3362558743073578
16997,5451.0,0.32070365358592695
8232,4284.0,0.5204081632653061
80456,8340.0,0.10365914288555235
37716,13323.0,0.3532453070314986
18858,5285.0,0.28025241276911655
10673,7552.0,0.7075798744495456
12426,4295.0,0.3456462256558828
24303,7707.0,0.31712134304406864
17727,10242.0,0.5777627348113048
13097,9338.0,0.7129877071084981
4539,3110.0,0.6851729455827275
6093,4868.0,0.798949614311505
1442,435.0,0.3016643550624133
6324,4487.0,0.7095192915876027
7639,4186.0,0.5479774839638696
7865,5706.0,0.7254926891290527
36089,9758.0,0.27038709856188864
21960,5410.0,0.24635701275045538
6267,3185.0,0.508217647997447
4377,2144.0,0.48983321909984007
19357,4438.0,0.22927106473110503
2220,1559.0,0.7022522522522523
11017,6907.0,0.626940183353
13827,10185.0,0.7366022998481232
3508,1621.0,0.4620866590649943
24287,15001.0,0.6176555358833944
7430,4287.0,0.576985195154778
4999,2997.0,0.5995199039807961
7739,3956.0,0.5111771546711461
14442,7730.0,0.5352444259797812
14527,5569.0,0.38335513182350106
3039,981.0,0.3228035538005923
3814,2094.0,0.5490298898793917
4068,3488.0,0.8574237954768928
628,298.0,0.4745222929936306
29166,5955.0,0.20417609545361037
12158,4387.0,0.36083237374568183
21438,4422.0,0.20626924153372517
19711,5005.0,0.25391913144944445
17921,6676.0,0.3725238546956085
18389,8620.0,0.46875849692751104
2697,1919.0,0.7115313311086392
36866,6232.0,0.1690446481853198
4286,916.0,0.21371908539430703
4123,2798.0,0.6786320640310454
2626,1733.0,0.6599390708301599
19400,7512.0,0.3872164948453608
10401,7645.0,0.7350254783193924
18314,6059.0,0.3308397946925849
14058,3646.0,0.25935410442452694
18160,7969.0,0.4388215859030837
11944,7479.0,0.6261721366376424
7727,4469.0,0.5783615892325612
2971,2014.0,0.6778862335913833
8686,3177.0,0.3657609947041216
20967,8608.0,0.41054991176610867
503,332.0,0.6600397614314115
13189,3647.0,0.2765183107134733
19481,5014.0,0.25737898465171194
15160,6627.0,0.4371372031662269
6808,5813.0,0.8538484136310224
14123,6207.0,0.4394958578205764
14172,6899.0,0.4868049675416314
5289,2631.0,0.497447532614861
8749,3596.0,0.4110184021030975
20095,8816.0,0.43871609853197313
5164,1746.0,0.3381099922540666
8587,5061.0,0.5893792942820543
26389,5676.0,0.21508962067528137
2110,1761.0,0.8345971563981043
2329,1427.0,0.6127093173035638
7797,3655.0,0.4687700397588816
10714,2994.0,0.2794474519320515
6398,4351.0,0.6800562675836199
20531,10336.0,0.5034338317665968
5148,3219.0,0.6252913752913752
2441,1263.0,0.5174108971732896
8402,4850.0,0.5772435134491788
13936,4085.0,0.2931257175660161
26881,8533.0,0.3174361072876753
23217,9034.0,0.3891114269716156
3348,2004.0,0.5985663082437276
8246,4844.0,0.5874363327674024
6492,4667.0,0.7188847812692545
6555,4097.0,0.625019069412662
13084,3853.0,0.2944818098440844
16434,5428.0,0.3302908604113423
17486,6987.0,0.39957680430058334
4211,2058.0,0.4887200189978627
1425,1196.0,0.8392982456140351
14662,4016.0,0.2739053335152094
12663,7154.0,0.5649530127142067
9468,5666.0,0.5984368398817068
4284,1279.0,0.29855275443510737
11340,3746.0,0.33033509700176367
6748,2241.0,0.3320983995257854
11724,4306.0,0.367280791538724
2849,2339.0,0.820989820989821
5800,2587.0,0.4460344827586207
13483,4493.0,0.33323444337313657
8186,5047.0,0.6165404348888346
13811,4843.0,0.3506625153862863
2850,2084.0,0.7312280701754386
15545,9927.0,0.6385976198134449
31797,5385.0,0.16935559958486648
3339,1748.0,0.5235100329439952
10973,2855.0,0.2601840882165315
1278,1035.0,0.8098591549295775
6217,2580.0,0.41499115328936786
39440,10980.0,0.2783975659229209
7651,2799.0,0.3658345314337995
8215,2907.0,0.3538648813146683
2347,1504.0,0.6408180656156796
4026,1455.0,0.36140089418777943
25190,8336.0,0.33092497022628026
2563,2105.0,0.8213031603589543
52938,7185.0,0.135724810155276
4954,3324.0,0.6709729511505854
7941,6401.0,0.8060697645132855
5839,2842.0,0.4867271793115259
736,468.0,0.6358695652173914
1315,994.0,0.755893536121673
30291,5688.0,0.18777854808358918
15831,5884.0,0.3716758259111869
5542,3114.0,0.5618910140743414
5256,2907.0,0.553082191780822
4564,3638.0,0.7971078001752848
1733,583.0,0.3364108482400462
4832,3618.0,0.7487582781456954
2348,1578.0,0.67206132879046
5332,4347.0,0.8152663165791448
6838,5164.0,0.7551915764843522
2933,2334.0,0.7957722468462325
161354,7971.0,0.04940069660498035
9276,4448.0,0.4795170332039672
23177,4309.0,0.18591707296026233
1599,1276.0,0.7979987492182614
5503,1715.0,0.31164819189532983
19948,6795.0,0.34063565269701224
16790,4038.0,0.24050029779630733
11930,5552.0,0.46538139145012575
6438,4082.0,0.6340478409443927
29241,8729.0,0.2985192024896549
883,669.0,0.7576443941109853
4391,2256.0,0.513778182646322
5197,2329.0,0.44814315951510486
41053,12826.0,0.31242540131050106
8372,3881.0,0.46356903965599616
7654,1963.0,0.2564672066893128
487,212.0,0.4353182751540041
50809,10407.0,0.2048259166683068
4660,1005.0,0.21566523605150215
9357,4585.0,0.4900074810302447
5924,2812.0,0.474679270762998
24555,2118.0,0.08625534514355529
5722,3349.0,0.5852848654316672
16148,7389.0,0.4575798860540005
8873,4637.0,0.5225966414966753
5438,2656.0,0.4884148584038249
10694,2942.0,0.27510753693659995
32594,2105.0,0.06458243848561085
7863,6088.0,0.7742591886048582
24605,4375.0,0.17780938833570412
3170,1753.0,0.5529968454258675
1408,622.0,0.44176136363636365
4029,3187.0,0.7910151402333085
3613,2453.0,0.678937171325768
15478,7726.0,0.49916009820390234
5652,4347.0,0.7691082802547771
2954,1033.0,0.34969532836831413
5749,3623.0,0.6301965559227691
17298,4482.0,0.259105098855359
28488,4901.0,0.17203734905925303
3992,1594.0,0.39929859719438876
14376,7083.0,0.4926961602671118
39887,7655.0,0.19191716599393285
1141,583.0,0.5109553023663453
6128,2222.0,0.36259791122715407
6358,3645.0,0.573293488518402
367,203.0,0.553133514986376
16273,11163.0,0.6859829164874331
22634,12889.0,0.5694530352566934
35884,4277.0,0.11918961096867685
13920,7401.0,0.5316810344827586
2781,1609.0,0.5785688601222582
11146,6474.0,0.5808361744123453
10111,5762.0,0.5698743942241123
17799,3928.0,0.22068655542446206
13856,3903.0,0.281683025404157
35614,8284.0,0.23260515527601505
15650,5548.0,0.3545047923322684
26532,5497.0,0.20718377807930047
4113,2944.0,0.7157792365669827
3311,2003.0,0.6049531863485352
24733,16371.0,0.6619091901508106
3175,1537.0,0.4840944881889764
8281,5239.0,0.6326530612244898
3524,1510.0,0.4284903518728717
1711,1367.0,0.798947983635301
12496,2689.0,0.2151888604353393
31446,8869.0,0.2820390510716784
14571,4159.0,0.2854299636263812
7515,5340.0,0.7105788423153693
20435,8466.0,0.41428920968925864
8409,3185.0,0.3787608514686645
9169,2956.0,0.32239066419456863
17394,8726.0,0.5016672415775555
11675,5944.0,0.5091220556745182
6272,2999.0,0.47815688775510207
18531,12087.0,0.6522583778533269
3248,1567.0,0.48245073891625617
30900,8164.0,0.26420711974110034
4944,2844.0,0.5752427184466019
1756,1469.0,0.8365603644646925
6152,2739.0,0.44522106631989594
13640,5214.0,0.38225806451612904
12756,2152.0,0.1687049231734086
5482,2048.0,0.3735862823786939
1543,866.0,0.5612443292287751
4765,479.0,0.10052465897166842
3834,2845.0,0.7420448617631716
5022,2882.0,0.5738749502190362
1551,417.0,0.2688588007736944
6440,2667.0,0.4141304347826087
12131,2715.0,0.2238067760283571
1200,1015.0,0.8458333333333333
18332,10507.0,0.5731507746017892
9789,7369.0,0.7527837368474819
5212,3068.0,0.5886415963161934
12873,8497.0,0.6600636992154121
29429,11724.0,0.3983825478269734
8507,4172.0,0.490419654402257
13528,6989.0,0.516632170313424
5254,2367.0,0.450513894175866
5997,3320.0,0.5536101384025346
1727,687.0,0.3977996525767226
2066,1586.0,0.7676669893514037
18930,9089.0,0.48013734812466985
1535,982.0,0.6397394136807818
9531,4672.0,0.49018990662050155
22543,5701.0,0.25289446834937673
1871,1429.0,0.7637626937466595
7329,3292.0,0.4491745122117615
3212,1300.0,0.40473225404732255
8633,4604.0,0.5333024441098112
3689,2895.0,0.7847655191108701
6618,4139.0,0.6254155333937745
9264,4148.0,0.4477547495682211
21497,7535.0,0.3505140252128204
8285,5077.0,0.6127942063971032
6315,3670.0,0.5811559778305622
4740,3299.0,0.6959915611814346
600,262.0,0.43666666666666665
4956,3728.0,0.7522195318805488
12619,6507.0,0.515651002456613
23311,6188.0,0.26545407747415384
13494,6346.0,0.4702830887801986
3139,2103.0,0.6699585855367951
3599,1637.0,0.4548485690469575
6742,4222.0,0.6262236725007416
5203,3649.0,0.7013261579857775
2519,1956.0,0.7764986105597459
329,77.0,0.23404255319148937
17480,7357.0,0.4208810068649886
8245,3557.0,0.4314129775621589
25345,8440.0,0.3330045373840994
5047,3330.0,0.6597978997424212
2468,545.0,0.22082658022690438
8083,6509.0,0.8052703204255846
592,228.0,0.38513513513513514
10119,6354.0,0.627927660836051
36939,6766.0,0.1831668426324481
2822,1748.0,0.6194188518781006
15199,7382.0,0.48568984801631687
7266,5240.0,0.7211670795485824
3565,2866.0,0.8039270687237027
7908,5658.0,0.7154779969650986
1467,591.0,0.40286298568507156
4354,3212.0,0.7377124483233808
12049,4971.0,0.41256535812100587
20610,10064.0,0.48830664725861234
14458,9302.0,0.6433808272236824
5144,1800.0,0.3499222395023328
11245,3405.0,0.3028012449977768
19667,5610.0,0.2852494025524991
11589,7009.0,0.6047976529467599
25051,6424.0,0.25643686878767313
4548,1907.0,0.4193051890941073
16328,2892.0,0.17711905928466437
5184,3351.0,0.6464120370370371
18259,3727.0,0.20411851689577742
13561,5795.0,0.42732836811444586
7796,5881.0,0.754361210877373
3128,2132.0,0.6815856777493606
3067,1284.0,0.41865014672318224
3349,2309.0,0.6894595401612421
8564,1898.0,0.2216254086875292
2604,1332.0,0.511520737327189
4765,2266.0,0.47555089192025185
3547,1485.0,0.41866365943050465
7291,4096.0,0.5617885063777259
6952,3970.0,0.5710586881472958
3205,2472.0,0.7712948517940718
5180,4140.0,0.7992277992277992
7622,3398.0,0.44581474678562055
5309,1249.0,0.23526087775475607
7986,1436.0,0.17981467568244427
18806,10754.0,0.5718387748590875
8442,6043.0,0.7158256337360815
33897,8514.0,0.2511726701478007
11501,8314.0,0.7228936614207461
31690,14345.0,0.4526664562953613
32838,6920.0,0.21073146963883305
8830,3556.0,0.402718006795017
10068,3536.0,0.3512117600317839
17707,7246.0,0.40921669396283955
17645,3904.0,0.2212524794559365
4862,2314.0,0.47593582887700536
7757,3372.0,0.4347041381977569
11867,5918.0,0.49869385691413165
1071,724.0,0.6760037348272643
8275,3565.0,0.4308157099697885
7106,3513.0,0.4943709541232761
7347,4491.0,0.6112699060841159
23331,9239.0,0.395996742531396
4377,2496.0,0.5702535983550377
6897,3011.0,0.43656662316949396
10269,3251.0,0.31658389327100983
2234,1205.0,0.5393912264995524
36717,7400.0,0.20154152027671107
9803,6464.0,0.6593899826583699
13586,6465.0,0.47585750036802593
6439,3838.0,0.5960552880882125
6336,4842.0,0.7642045454545454
5449,3501.0,0.6425032115984585
12343,7705.0,0.624240460179859
