exposures,clicks,ctr
24,5.0,0.20833333333333334
16,0.0,0.0
11,6.0,0.5454545454545454
35,5.0,0.14285714285714285
30,7.0,0.23333333333333334
97,13.0,0.13402061855670103
11,1.0,0.09090909090909091
15,2.0,0.13333333333333333
89,5.0,0.056179775280898875
69,30.0,0.43478260869565216
21,10.0,0.47619047619047616
19,0.0,0.0
17,0.0,0.0
13,1.0,0.07692307692307693
10,0.0,0.0
23,6.0,0.2608695652173913
69,4.0,0.057971014492753624
19,0.0,0.0
92,6.0,0.06521739130434782
13,0.0,0.0
24,1.0,0.041666666666666664
18,9.0,0.5
28,2.0,0.07142857142857142
47,8.0,0.1702127659574468
42,13.0,0.30952380952380953
31,1.0,0.03225806451612903
30,1.0,0.03333333333333333
95,53.0,0.5578947368421052
35,8.0,0.22857142857142856
12,0.0,0.0
23,9.0,0.391304347826087
11,4.0,0.36363636363636365
16,0.0,0.0
100,28.0,0.28
35,2.0,0.05714285714285714
50,4.0,0.08
33,3.0,0.09090909090909091
22,7.0,0.3181818181818182
18,2.0,0.1111111111111111
57,20.0,0.3508771929824561
12,6.0,0.5
16,0.0,0.0
15,9.0,0.6
267,20.0,0.0749063670411985
79,10.0,0.12658227848101267
27,14.0,0.5185185185185185
19,0.0,0.0
21,0.0,0.0
118,23.0,0.19491525423728814
31,2.0,0.06451612903225806
45,14.0,0.3111111111111111
16,0.0,0.0
12,0.0,0.0
20,0.0,0.0
15,0.0,0.0
18,3.0,0.16666666666666666
44,12.0,0.2727272727272727
16,1.0,0.0625
13,0.0,0.0
15,1.0,0.06666666666666667
17,1.0,0.058823529411764705
14,0.0,0.0
23,6.0,0.2608695652173913
24,4.0,0.16666666666666666
17,0.0,0.0
94,6.0,0.06382978723404255
46,12.0,0.2608695652173913
11,4.0,0.36363636363636365
110,12.0,0.10909090909090909
39,4.0,0.10256410256410256
132,66.0,0.5
165,3.0,0.01818181818181818
39,9.0,0.23076923076923078
32,18.0,0.5625
18,4.0,0.2222222222222222
13,2.0,0.15384615384615385
107,23.0,0.21495327102803738
24,11.0,0.4583333333333333
11,2.0,0.18181818181818182
15,3.0,0.2
36,7.0,0.19444444444444445
16,5.0,0.3125
42,6.0,0.14285714285714285
22,6.0,0.2727272727272727
18,2.0,0.1111111111111111
72,20.0,0.2777777777777778
18,2.0,0.1111111111111111
27,5.0,0.18518518518518517
12,1.0,0.08333333333333333
18,0.0,0.0
24,5.0,0.20833333333333334
120,31.0,0.25833333333333336
62,10.0,0.16129032258064516
14,2.0,0.14285714285714285
14,2.0,0.14285714285714285
38,4.0,0.10526315789473684
17,2.0,0.11764705882352941
88,9.0,0.10227272727272728
11,2.0,0.18181818181818182
22,4.0,0.18181818181818182
14,0.0,0.0
34,6.0,0.17647058823529413
24,8.0,0.3333333333333333
156,32.0,0.20512820512820512
68,12.0,0.17647058823529413
20,0.0,0.0
28,1.0,0.03571428571428571
13,0.0,0.0
25,6.0,0.24
15,3.0,0.2
27,1.0,0.037037037037037035
12,0.0,0.0
47,17.0,0.3617021276595745
21,8.0,0.38095238095238093
11,5.0,0.45454545454545453
12,0.0,0.0
41,9.0,0.21951219512195122
17,1.0,0.058823529411764705
23,7.0,0.30434782608695654
11,2.0,0.18181818181818182
17,1.0,0.058823529411764705
41,5.0,0.12195121951219512
79,9.0,0.11392405063291139
20,9.0,0.45
114,6.0,0.05263157894736842
58,1.0,0.017241379310344827
25,0.0,0.0
16,1.0,0.0625
17,3.0,0.17647058823529413
18,5.0,0.2777777777777778
12,5.0,0.4166666666666667
35,3.0,0.08571428571428572
14,3.0,0.21428571428571427
22,6.0,0.2727272727272727
31,8.0,0.25806451612903225
14,5.0,0.35714285714285715
13,2.0,0.15384615384615385
119,40.0,0.33613445378151263
589,56.0,0.09507640067911714
83,1.0,0.012048192771084338
144,5.0,0.034722222222222224
66,15.0,0.22727272727272727
10,0.0,0.0
19,2.0,0.10526315789473684
45,0.0,0.0
14,0.0,0.0
15,6.0,0.4
21,13.0,0.6190476190476191
11,5.0,0.45454545454545453
10,0.0,0.0
10,2.0,0.2
39,7.0,0.1794871794871795
11,3.0,0.2727272727272727
24,1.0,0.041666666666666664
28,6.0,0.21428571428571427
87,3.0,0.034482758620689655
22,2.0,0.09090909090909091
23,2.0,0.08695652173913043
10,2.0,0.2
12,3.0,0.25
48,10.0,0.20833333333333334
31,10.0,0.3225806451612903
86,4.0,0.046511627906976744
22,13.0,0.5909090909090909
45,9.0,0.2
23,7.0,0.30434782608695654
12,1.0,0.08333333333333333
19,8.0,0.42105263157894735
12,0.0,0.0
15,4.0,0.26666666666666666
18,4.0,0.2222222222222222
17,8.0,0.47058823529411764
12,2.0,0.16666666666666666
24,1.0,0.041666666666666664
91,14.0,0.15384615384615385
40,19.0,0.475
49,9.0,0.1836734693877551
10,3.0,0.3
113,46.0,0.40707964601769914
56,3.0,0.05357142857142857
11,0.0,0.0
25,5.0,0.2
15,11.0,0.7333333333333333
10,8.0,0.8
12,0.0,0.0
36,1.0,0.027777777777777776
32,1.0,0.03125
19,5.0,0.2631578947368421
42,12.0,0.2857142857142857
22,8.0,0.36363636363636365
48,8.0,0.16666666666666666
13,0.0,0.0
128,26.0,0.203125
27,0.0,0.0
15,2.0,0.13333333333333333
68,2.0,0.029411764705882353
11,0.0,0.0
63,9.0,0.14285714285714285
116,41.0,0.35344827586206895
79,11.0,0.13924050632911392
77,20.0,0.2597402597402597
34,1.0,0.029411764705882353
157,16.0,0.10191082802547771
16,4.0,0.25
37,3.0,0.08108108108108109
16,2.0,0.125
29,3.0,0.10344827586206896
23,1.0,0.043478260869565216
33,0.0,0.0
97,5.0,0.05154639175257732
20,2.0,0.1
12,0.0,0.0
20,3.0,0.15
25,2.0,0.08
14,0.0,0.0
10,2.0,0.2
45,2.0,0.044444444444444446
25,4.0,0.16
12,1.0,0.08333333333333333
30,5.0,0.16666666666666666
65,0.0,0.0
13,1.0,0.07692307692307693
198,52.0,0.26262626262626265
15,6.0,0.4
10,6.0,0.6
16,0.0,0.0
30,0.0,0.0
17,1.0,0.058823529411764705
17,0.0,0.0
10,0.0,0.0
14,3.0,0.21428571428571427
16,4.0,0.25
32,9.0,0.28125
31,13.0,0.41935483870967744
153,77.0,0.5032679738562091
42,10.0,0.23809523809523808
36,6.0,0.16666666666666666
141,25.0,0.1773049645390071
32,3.0,0.09375
10,3.0,0.3
21,6.0,0.2857142857142857
13,1.0,0.07692307692307693
34,9.0,0.2647058823529412
19,4.0,0.21052631578947367
38,1.0,0.02631578947368421
30,6.0,0.2
19,1.0,0.05263157894736842
10,3.0,0.3
220,19.0,0.08636363636363636
27,0.0,0.0
14,0.0,0.0
14,3.0,0.21428571428571427
11,0.0,0.0
10,3.0,0.3
53,3.0,0.05660377358490566
14,3.0,0.21428571428571427
12,1.0,0.08333333333333333
11,0.0,0.0
17,4.0,0.23529411764705882
13,6.0,0.46153846153846156
37,5.0,0.13513513513513514
12,0.0,0.0
19,1.0,0.05263157894736842
50,25.0,0.5
14,1.0,0.07142857142857142
57,10.0,0.17543859649122806
16,1.0,0.0625
10,1.0,0.1
12,6.0,0.5
13,0.0,0.0
13,0.0,0.0
11,1.0,0.09090909090909091
33,10.0,0.30303030303030304
29,0.0,0.0
41,4.0,0.0975609756097561
248,41.0,0.16532258064516128
67,16.0,0.23880597014925373
31,5.0,0.16129032258064516
11,2.0,0.18181818181818182
18,1.0,0.05555555555555555
23,2.0,0.08695652173913043
20,4.0,0.2
37,8.0,0.21621621621621623
11,3.0,0.2727272727272727
13,4.0,0.3076923076923077
51,6.0,0.11764705882352941
12,2.0,0.16666666666666666
11,1.0,0.09090909090909091
48,6.0,0.125
12,6.0,0.5
30,3.0,0.1
296,18.0,0.060810810810810814
13,0.0,0.0
20,1.0,0.05
29,1.0,0.034482758620689655
13,1.0,0.07692307692307693
48,23.0,0.4791666666666667
30,11.0,0.36666666666666664
23,11.0,0.4782608695652174
19,0.0,0.0
23,3.0,0.13043478260869565
11,0.0,0.0
12,6.0,0.5
26,9.0,0.34615384615384615
89,9.0,0.10112359550561797
14,0.0,0.0
13,1.0,0.07692307692307693
14,4.0,0.2857142857142857
49,5.0,0.10204081632653061
11,0.0,0.0
390,19.0,0.04871794871794872
19,0.0,0.0
23,12.0,0.5217391304347826
91,10.0,0.10989010989010989
75,12.0,0.16
16,0.0,0.0
75,16.0,0.21333333333333335
12,2.0,0.16666666666666666
10,0.0,0.0
385,102.0,0.2649350649350649
11,1.0,0.09090909090909091
21,0.0,0.0
37,8.0,0.21621621621621623
15,1.0,0.06666666666666667
18,5.0,0.2777777777777778
34,11.0,0.3235294117647059
63,12.0,0.19047619047619047
20,1.0,0.05
24,10.0,0.4166666666666667
19,0.0,0.0
29,3.0,0.10344827586206896
11,1.0,0.09090909090909091
32,13.0,0.40625
12,4.0,0.3333333333333333
14,1.0,0.07142857142857142
49,4.0,0.08163265306122448
27,3.0,0.1111111111111111
556,42.0,0.07553956834532374
14,6.0,0.42857142857142855
54,4.0,0.07407407407407407
25,0.0,0.0
27,1.0,0.037037037037037035
10,0.0,0.0
63,3.0,0.047619047619047616
21,5.0,0.23809523809523808
19,7.0,0.3684210526315789
18,2.0,0.1111111111111111
20,8.0,0.4
59,25.0,0.423728813559322
55,7.0,0.12727272727272726
13,0.0,0.0
98,28.0,0.2857142857142857
12,3.0,0.25
17,6.0,0.35294117647058826
10,4.0,0.4
11,0.0,0.0
14,2.0,0.14285714285714285
65,3.0,0.046153846153846156
129,27.0,0.20930232558139536
11,0.0,0.0
47,2.0,0.0425531914893617
12,0.0,0.0
200,67.0,0.335
38,3.0,0.07894736842105263
74,32.0,0.43243243243243246
28,10.0,0.35714285714285715
27,4.0,0.14814814814814814
15,6.0,0.4
12,3.0,0.25
37,11.0,0.2972972972972973
26,1.0,0.038461538461538464
26,9.0,0.34615384615384615
11,2.0,0.18181818181818182
11,0.0,0.0
20,0.0,0.0
11,0.0,0.0
10,0.0,0.0
149,7.0,0.04697986577181208
11,3.0,0.2727272727272727
16,5.0,0.3125
14,2.0,0.14285714285714285
10,0.0,0.0
10,0.0,0.0
98,3.0,0.030612244897959183
11,1.0,0.09090909090909091
22,5.0,0.22727272727272727
12,8.0,0.6666666666666666
16,1.0,0.0625
12,0.0,0.0
30,6.0,0.2
19,4.0,0.21052631578947367
13,0.0,0.0
76,20.0,0.2631578947368421
16,3.0,0.1875
11,4.0,0.36363636363636365
47,15.0,0.3191489361702128
12,1.0,0.08333333333333333
15,0.0,0.0
18,0.0,0.0
16,6.0,0.375
15,3.0,0.2
282,54.0,0.19148936170212766
22,12.0,0.5454545454545454
10,2.0,0.2
54,3.0,0.05555555555555555
80,32.0,0.4
37,9.0,0.24324324324324326
25,1.0,0.04
161,7.0,0.043478260869565216
10,0.0,0.0
10,1.0,0.1
100,35.0,0.35
11,2.0,0.18181818181818182
163,68.0,0.4171779141104294
13,4.0,0.3076923076923077
38,5.0,0.13157894736842105
12,1.0,0.08333333333333333
16,1.0,0.0625
29,4.0,0.13793103448275862
111,19.0,0.17117117117117117
38,22.0,0.5789473684210527
17,0.0,0.0
13,1.0,0.07692307692307693
10,2.0,0.2
25,2.0,0.08
220,45.0,0.20454545454545456
77,18.0,0.23376623376623376
70,4.0,0.05714285714285714
13,0.0,0.0
31,7.0,0.22580645161290322
10,1.0,0.1
15,10.0,0.6666666666666666
18,0.0,0.0
15,8.0,0.5333333333333333
14,4.0,0.2857142857142857
311,43.0,0.1382636655948553
293,5.0,0.017064846416382253
12,0.0,0.0
35,12.0,0.34285714285714286
25,10.0,0.4
10,0.0,0.0
11,0.0,0.0
128,19.0,0.1484375
13,2.0,0.15384615384615385
35,20.0,0.5714285714285714
16,13.0,0.8125
26,2.0,0.07692307692307693
10,3.0,0.3
18,8.0,0.4444444444444444
16,8.0,0.5
155,18.0,0.11612903225806452
65,5.0,0.07692307692307693
15,3.0,0.2
27,18.0,0.6666666666666666
27,0.0,0.0
26,1.0,0.038461538461538464
20,13.0,0.65
23,4.0,0.17391304347826086
19,3.0,0.15789473684210525
21,1.0,0.047619047619047616
52,6.0,0.11538461538461539
10,3.0,0.3
71,35.0,0.49295774647887325
70,17.0,0.24285714285714285
24,1.0,0.041666666666666664
39,2.0,0.05128205128205128
61,0.0,0.0
92,17.0,0.18478260869565216
149,39.0,0.26174496644295303
142,13.0,0.09154929577464789
13,3.0,0.23076923076923078
22,1.0,0.045454545454545456
16,5.0,0.3125
45,7.0,0.15555555555555556
36,12.0,0.3333333333333333
113,12.0,0.10619469026548672
608,31.0,0.05098684210526316
29,4.0,0.13793103448275862
10,1.0,0.1
13,6.0,0.46153846153846156
21,7.0,0.3333333333333333
99,25.0,0.25252525252525254
26,5.0,0.19230769230769232
51,7.0,0.13725490196078433
10,2.0,0.2
32,11.0,0.34375
125,24.0,0.192
57,11.0,0.19298245614035087
13,1.0,0.07692307692307693
344,13.0,0.0377906976744186
23,4.0,0.17391304347826086
26,8.0,0.3076923076923077
31,0.0,0.0
10,0.0,0.0
75,19.0,0.25333333333333335
19,5.0,0.2631578947368421
71,3.0,0.04225352112676056
30,4.0,0.13333333333333333
10,2.0,0.2
13,0.0,0.0
34,8.0,0.23529411764705882
66,14.0,0.21212121212121213
21,3.0,0.14285714285714285
34,15.0,0.4411764705882353
14,1.0,0.07142857142857142
17,2.0,0.11764705882352941
12,2.0,0.16666666666666666
11,2.0,0.18181818181818182
95,28.0,0.29473684210526313
101,17.0,0.16831683168316833
27,9.0,0.3333333333333333
19,9.0,0.47368421052631576
118,1.0,0.00847457627118644
34,3.0,0.08823529411764706
11,3.0,0.2727272727272727
269,30.0,0.11152416356877323
68,9.0,0.1323529411764706
16,2.0,0.125
26,5.0,0.19230769230769232
15,2.0,0.13333333333333333
13,3.0,0.23076923076923078
15,2.0,0.13333333333333333
47,3.0,0.06382978723404255
28,1.0,0.03571428571428571
11,1.0,0.09090909090909091
66,6.0,0.09090909090909091
16,3.0,0.1875
138,18.0,0.13043478260869565
12,4.0,0.3333333333333333
12,0.0,0.0
12,2.0,0.16666666666666666
24,3.0,0.125
20,4.0,0.2
248,21.0,0.0846774193548387
13,5.0,0.38461538461538464
23,2.0,0.08695652173913043
13,1.0,0.07692307692307693
22,2.0,0.09090909090909091
12,3.0,0.25
29,5.0,0.1724137931034483
25,1.0,0.04
242,50.0,0.2066115702479339
11,2.0,0.18181818181818182
10,0.0,0.0
14,4.0,0.2857142857142857
189,8.0,0.042328042328042326
17,3.0,0.17647058823529413
112,17.0,0.15178571428571427
177,10.0,0.05649717514124294
38,0.0,0.0
11,3.0,0.2727272727272727
16,5.0,0.3125
44,8.0,0.18181818181818182
33,7.0,0.21212121212121213
33,8.0,0.24242424242424243
10,3.0,0.3
37,2.0,0.05405405405405406
13,2.0,0.15384615384615385
75,10.0,0.13333333333333333
17,1.0,0.058823529411764705
20,5.0,0.25
10,1.0,0.1
20,0.0,0.0
50,7.0,0.14
17,1.0,0.058823529411764705
34,5.0,0.14705882352941177
18,1.0,0.05555555555555555
15,2.0,0.13333333333333333
14,7.0,0.5
11,3.0,0.2727272727272727
12,3.0,0.25
24,2.0,0.08333333333333333
12,6.0,0.5
26,14.0,0.5384615384615384
12,2.0,0.16666666666666666
11,2.0,0.18181818181818182
12,4.0,0.3333333333333333
29,4.0,0.13793103448275862
60,10.0,0.16666666666666666
32,2.0,0.0625
44,12.0,0.2727272727272727
33,7.0,0.21212121212121213
26,2.0,0.07692307692307693
10,0.0,0.0
41,3.0,0.07317073170731707
14,8.0,0.5714285714285714
25,5.0,0.2
89,10.0,0.11235955056179775
11,4.0,0.36363636363636365
48,17.0,0.3541666666666667
16,1.0,0.0625
14,5.0,0.35714285714285715
32,11.0,0.34375
12,5.0,0.4166666666666667
12,3.0,0.25
10,0.0,0.0
10,3.0,0.3
15,4.0,0.26666666666666666
20,0.0,0.0
37,4.0,0.10810810810810811
17,0.0,0.0
21,0.0,0.0
91,5.0,0.054945054945054944
487,28.0,0.057494866529774126
29,9.0,0.3103448275862069
14,2.0,0.14285714285714285
16,2.0,0.125
12,4.0,0.3333333333333333
26,3.0,0.11538461538461539
10,1.0,0.1
17,4.0,0.23529411764705882
11,2.0,0.18181818181818182
92,6.0,0.06521739130434782
13,7.0,0.5384615384615384
22,0.0,0.0
18,4.0,0.2222222222222222
15,3.0,0.2
22,2.0,0.09090909090909091
12,0.0,0.0
26,6.0,0.23076923076923078
31,0.0,0.0
11,1.0,0.09090909090909091
17,6.0,0.35294117647058826
11,1.0,0.09090909090909091
23,1.0,0.043478260869565216
34,3.0,0.08823529411764706
32,7.0,0.21875
13,1.0,0.07692307692307693
19,4.0,0.21052631578947367
14,2.0,0.14285714285714285
17,3.0,0.17647058823529413
11,1.0,0.09090909090909091
26,5.0,0.19230769230769232
10,1.0,0.1
18,0.0,0.0
12,1.0,0.08333333333333333
129,29.0,0.2248062015503876
74,16.0,0.21621621621621623
72,12.0,0.16666666666666666
67,26.0,0.3880597014925373
18,4.0,0.2222222222222222
75,24.0,0.32
12,3.0,0.25
10,1.0,0.1
27,6.0,0.2222222222222222
23,0.0,0.0
119,33.0,0.2773109243697479
34,14.0,0.4117647058823529
27,5.0,0.18518518518518517
12,3.0,0.25
184,39.0,0.21195652173913043
84,3.0,0.03571428571428571
10,3.0,0.3
16,2.0,0.125
50,5.0,0.1
10,1.0,0.1
20,1.0,0.05
10,2.0,0.2
60,2.0,0.03333333333333333
37,2.0,0.05405405405405406
10,2.0,0.2
278,17.0,0.06115107913669065
266,3.0,0.011278195488721804
43,2.0,0.046511627906976744
18,2.0,0.1111111111111111
31,9.0,0.2903225806451613
24,2.0,0.08333333333333333
11,3.0,0.2727272727272727
24,8.0,0.3333333333333333
75,9.0,0.12
29,1.0,0.034482758620689655
19,2.0,0.10526315789473684
10,0.0,0.0
20,1.0,0.05
89,11.0,0.12359550561797752
20,1.0,0.05
14,1.0,0.07142857142857142
15,1.0,0.06666666666666667
28,7.0,0.25
56,14.0,0.25
48,10.0,0.20833333333333334
11,1.0,0.09090909090909091
12,0.0,0.0
10,0.0,0.0
18,0.0,0.0
14,2.0,0.14285714285714285
65,24.0,0.36923076923076925
15,2.0,0.13333333333333333
22,1.0,0.045454545454545456
18,6.0,0.3333333333333333
14,4.0,0.2857142857142857
17,5.0,0.29411764705882354
25,0.0,0.0
77,20.0,0.2597402597402597
155,29.0,0.1870967741935484
65,6.0,0.09230769230769231
53,5.0,0.09433962264150944
60,6.0,0.1
91,10.0,0.10989010989010989
39,9.0,0.23076923076923078
12,0.0,0.0
12,0.0,0.0
14,2.0,0.14285714285714285
17,4.0,0.23529411764705882
61,5.0,0.08196721311475409
38,25.0,0.6578947368421053
626,46.0,0.07348242811501597
10,2.0,0.2
29,6.0,0.20689655172413793
141,44.0,0.3120567375886525
35,0.0,0.0
26,6.0,0.23076923076923078
37,0.0,0.0
13,1.0,0.07692307692307693
177,59.0,0.3333333333333333
20,4.0,0.2
30,3.0,0.1
19,0.0,0.0
17,1.0,0.058823529411764705
47,4.0,0.0851063829787234
17,2.0,0.11764705882352941
20,4.0,0.2
54,12.0,0.2222222222222222
15,0.0,0.0
10,0.0,0.0
11,0.0,0.0
40,10.0,0.25
38,5.0,0.13157894736842105
31,3.0,0.0967741935483871
11,1.0,0.09090909090909091
12,1.0,0.08333333333333333
16,0.0,0.0
12,0.0,0.0
30,3.0,0.1
39,5.0,0.1282051282051282
41,11.0,0.2682926829268293
53,7.0,0.1320754716981132
14,6.0,0.42857142857142855
12,3.0,0.25
25,3.0,0.12
35,9.0,0.2571428571428571
30,7.0,0.23333333333333334
22,1.0,0.045454545454545456
11,0.0,0.0
14,1.0,0.07142857142857142
75,16.0,0.21333333333333335
64,0.0,0.0
150,41.0,0.2733333333333333
32,7.0,0.21875
19,0.0,0.0
11,0.0,0.0
38,4.0,0.10526315789473684
48,2.0,0.041666666666666664
14,0.0,0.0
11,1.0,0.09090909090909091
12,1.0,0.08333333333333333
18,1.0,0.05555555555555555
11,2.0,0.18181818181818182
11,1.0,0.09090909090909091
12,1.0,0.08333333333333333
32,3.0,0.09375
17,2.0,0.11764705882352941
59,12.0,0.2033898305084746
30,21.0,0.7
122,15.0,0.12295081967213115
15,2.0,0.13333333333333333
11,0.0,0.0
11,1.0,0.09090909090909091
13,2.0,0.15384615384615385
11,2.0,0.18181818181818182
15,4.0,0.26666666666666666
13,2.0,0.15384615384615385
11,2.0,0.18181818181818182
58,13.0,0.22413793103448276
18,10.0,0.5555555555555556
15,7.0,0.4666666666666667
11,2.0,0.18181818181818182
35,0.0,0.0
18,1.0,0.05555555555555555
13,1.0,0.07692307692307693
117,7.0,0.05982905982905983
15,4.0,0.26666666666666666
15,6.0,0.4
10,3.0,0.3
11,0.0,0.0
20,5.0,0.25
13,6.0,0.46153846153846156
152,11.0,0.07236842105263158
11,11.0,1.0
12,4.0,0.3333333333333333
13,0.0,0.0
13,1.0,0.07692307692307693
25,1.0,0.04
11,0.0,0.0
10,0.0,0.0
130,53.0,0.4076923076923077
18,1.0,0.05555555555555555
49,5.0,0.10204081632653061
66,10.0,0.15151515151515152
19,0.0,0.0
30,0.0,0.0
95,14.0,0.14736842105263157
10,0.0,0.0
227,73.0,0.32158590308370044
20,5.0,0.25
109,5.0,0.045871559633027525
27,2.0,0.07407407407407407
13,3.0,0.23076923076923078
52,0.0,0.0
37,16.0,0.43243243243243246
17,1.0,0.058823529411764705
42,7.0,0.16666666666666666
108,36.0,0.3333333333333333
22,9.0,0.4090909090909091
42,2.0,0.047619047619047616
10,2.0,0.2
16,0.0,0.0
12,2.0,0.16666666666666666
56,0.0,0.0
42,6.0,0.14285714285714285
30,17.0,0.5666666666666667
46,10.0,0.21739130434782608
18,10.0,0.5555555555555556
106,35.0,0.330188679245283
23,2.0,0.08695652173913043
10,5.0,0.5
15,0.0,0.0
136,33.0,0.2426470588235294
11,7.0,0.6363636363636364
10,1.0,0.1
40,0.0,0.0
36,0.0,0.0
43,4.0,0.09302325581395349
25,4.0,0.16
21,6.0,0.2857142857142857
29,14.0,0.4827586206896552
11,1.0,0.09090909090909091
10,1.0,0.1
26,2.0,0.07692307692307693
31,2.0,0.06451612903225806
137,32.0,0.23357664233576642
11,0.0,0.0
130,22.0,0.16923076923076924
20,2.0,0.1
17,6.0,0.35294117647058826
34,14.0,0.4117647058823529
42,1.0,0.023809523809523808
31,10.0,0.3225806451612903
16,3.0,0.1875
17,3.0,0.17647058823529413
16,2.0,0.125
11,4.0,0.36363636363636365
10,0.0,0.0
16,2.0,0.125
22,3.0,0.13636363636363635
51,6.0,0.11764705882352941
11,2.0,0.18181818181818182
35,10.0,0.2857142857142857
22,3.0,0.13636363636363635
31,6.0,0.1935483870967742
21,4.0,0.19047619047619047
31,8.0,0.25806451612903225
27,15.0,0.5555555555555556
12,6.0,0.5
28,5.0,0.17857142857142858
39,14.0,0.358974358974359
54,0.0,0.0
24,3.0,0.125
13,1.0,0.07692307692307693
413,47.0,0.11380145278450363
42,16.0,0.38095238095238093
12,1.0,0.08333333333333333
149,21.0,0.14093959731543623
253,107.0,0.42292490118577075
19,0.0,0.0
24,9.0,0.375
10,0.0,0.0
10,2.0,0.2
108,28.0,0.25925925925925924
21,3.0,0.14285714285714285
15,0.0,0.0
28,1.0,0.03571428571428571
71,1.0,0.014084507042253521
20,7.0,0.35
108,0.0,0.0
118,5.0,0.0423728813559322
22,13.0,0.5909090909090909
39,6.0,0.15384615384615385
22,5.0,0.22727272727272727
33,1.0,0.030303030303030304
11,2.0,0.18181818181818182
27,2.0,0.07407407407407407
24,8.0,0.3333333333333333
17,2.0,0.11764705882352941
12,5.0,0.4166666666666667
69,4.0,0.057971014492753624
14,2.0,0.14285714285714285
21,0.0,0.0
14,0.0,0.0
43,7.0,0.16279069767441862
37,0.0,0.0
27,0.0,0.0
20,7.0,0.35
27,0.0,0.0
91,9.0,0.0989010989010989
13,0.0,0.0
15,5.0,0.3333333333333333
56,4.0,0.07142857142857142
24,6.0,0.25
145,33.0,0.22758620689655173
11,1.0,0.09090909090909091
10,3.0,0.3
27,6.0,0.2222222222222222
526,60.0,0.11406844106463879
15,3.0,0.2
15,0.0,0.0
138,25.0,0.18115942028985507
32,2.0,0.0625
21,3.0,0.14285714285714285
83,17.0,0.20481927710843373
13,1.0,0.07692307692307693
51,10.0,0.19607843137254902
22,2.0,0.09090909090909091
35,6.0,0.17142857142857143
10,0.0,0.0
20,4.0,0.2
23,1.0,0.043478260869565216
91,15.0,0.16483516483516483
12,0.0,0.0
15,1.0,0.06666666666666667
37,6.0,0.16216216216216217
50,4.0,0.08
16,6.0,0.375
16,1.0,0.0625
269,123.0,0.45724907063197023
231,48.0,0.2077922077922078
12,3.0,0.25
68,10.0,0.14705882352941177
70,21.0,0.3
99,16.0,0.16161616161616163
13,3.0,0.23076923076923078
18,5.0,0.2777777777777778
20,1.0,0.05
13,3.0,0.23076923076923078
22,10.0,0.45454545454545453
65,18.0,0.27692307692307694
13,5.0,0.38461538461538464
23,0.0,0.0
10,1.0,0.1
49,5.0,0.10204081632653061
26,4.0,0.15384615384615385
13,1.0,0.07692307692307693
23,3.0,0.13043478260869565
149,23.0,0.15436241610738255
10,1.0,0.1
148,68.0,0.4594594594594595
18,4.0,0.2222222222222222
58,2.0,0.034482758620689655
39,10.0,0.2564102564102564
65,10.0,0.15384615384615385
18,1.0,0.05555555555555555
78,22.0,0.28205128205128205
45,10.0,0.2222222222222222
21,0.0,0.0
13,9.0,0.6923076923076923
19,5.0,0.2631578947368421
87,2.0,0.022988505747126436
